"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"150",0.0602532440229692,0.118413794058082,0.258837915933663,0.191591060983054,0.356519887761274,0.098999706248501,0.0163795824956568,0.0145216314763443,0.0241624627117445,0.0285717865057011
"151",0.0569839006878831,0.111140701241961,0.242259360446321,0.17670663499705,0.325029128176925,0.079229302689898,0.0118892320628536,0.0100827298071619,0.0168796146962493,0.0198536910622339
"152",0.0538392679387293,0.104155597642264,0.226097643972676,0.162527788383017,0.294692172809118,0.0628884242857878,0.00855557052753872,0.00692471054989711,0.0116421366850582,0.0136027830144863
"153",0.0508185569400721,0.0974635464858648,0.210429456265177,0.149084900206346,0.265767423208244,0.0495266560625781,0.00610615116337151,0.00470662342453015,0.00793236010626443,0.00919536401807375
"154",0.0479206464621277,0.0910674566684585,0.195318765745488,0.13639695654222,0.238451457313683,0.038711426500224,0.00432400323916526,0.00316753870730059,0.0053421868678364,0.0061366758608303
"155",0.0451441082191697,0.0849682572400458,0.180817274040245,0.124472664565462,0.212882865277868,0.0300412174708029,0.00303933057004392,0.00211181529323033,0.00355816754379561,0.00404562082690364
"156",0.0424872321169023,0.0791650748045533,0.166965042173828,0.113311611340919,0.18914739758408,0.023153576393988,0.00212135755733234,0.00139548340055138,0.00234511561250377,0.00263624305639649
"157",0.0399480512614525,0.0736554112561696,0.153791251806894,0.102905434172509,0.167283991785221,0.0177289261393716,0.00147082561470413,0.00091440283258283,0.0015302714581897,0.00169898767148188
"158",0.0375243665949679,0.0684353195778419,0.141315066524502,0.0932389742340009,0.14729128381482,0.0134911703623238,0.00101340706658168,0.000594429029332098,0.000989169239653164,0.00108355560573444
"159",0.0352137710352664,0.0634995757312468,0.129546560626179,0.0842913901478162,0.129134262793087,0.0102060122407809,0.000694133114449169,0.000383542335766958,0.000633720484949742,0.000684250843077491
"160",0.0330136730093784,0.0588418449663081,0.118487685929114,0.0760372130093731,0.112750788510893,0.00767777687434338,0.000472818919512757,0.000245739233067042,0.00040259876255751,0.000428079774248331
"161",0.0309213192832743,0.0544548411669898,0.108133250557364,0.068447328921874,0.0980577531273033,0.00574537920989311,0.000320400917513394,0.000156414229532154,0.000253753755345856,0.000265470535601521
"162",0.0289338170021474,0.0503304781236295,0.0984718873645833,0.0614898792967937,0.084956728914486,0.00427793026153402,0.000216067476929199,9.89479537244269e-05,0.000158756253091139,0.000163275879341247
"163",0.0270481548676085,0.0464600118783261,0.0894869933675299,0.0551310729165484,0.0733389990968946,0.00317033770765755,0.000145053431295163,6.22371733678394e-05,9.86360219589207e-05,9.96479500574478e-05
"164",0.0252612233895945,0.0428341735250322,0.0811576252140129,0.0493359070001482,0.0630899169612602,0.00233913997207379,9.69732659036525e-05,3.89389712728431e-05,6.08877048251509e-05,6.03776895556192e-05
"165",0.0235698341619429,0.0394432920598757,0.0734593391700577,0.0440687972501579,0.0540925784181209,0.00171871847678914,6.45803066490119e-05,2.42429288212597e-05,3.73603475934125e-05,3.6338088034147e-05
"166",0.0219707381211817,0.0362774070679955,0.0663649673052488,0.0392941190930201,0.0462308247798914,0.00125796062733426,4.28555504966997e-05,1.50252402762523e-05,2.27967119245239e-05,2.17337794161251e-05
"167",0.0204606427581092,0.0333263712007099,0.0598453244279165,0.0349766640802933,0.0393916159923729,0.000917394074343302,2.83467929375428e-05,9.27381628556191e-06,1.38388838051393e-05,1.29241081444033e-05
"168",0.0190362282612692,0.0305799425422463,0.0538698428437546,0.0310820167346645,0.0334668306416814,0.000666777722869147,1.8694669331437e-05,5.70238477405105e-06,8.36141507869167e-06,7.64463888681893e-06
"169",0.0176941625802635,0.0280278670879787,0.0484071341650395,0.0275768580438334,0.0283545587273851,0.000483113368143521,1.22962281042032e-05,3.49438697867622e-06,5.0302021931082e-06,4.49984643571333e-06
"170",0.0164311154050774,0.0256599516583574,0.0434254791884938,0.0244292023804499,0.0239599575536964,0.000349030406274923,8.06836814777743e-06,2.134777647714e-06,3.01432343664304e-06,2.63700122241951e-06
"171",0.0152437710651841,0.0234661276551688,0.0388932483005764,0.0216085749078382,0.0201957412614834,0.000251491884854409,5.28292846898882e-06,1.30061101271132e-06,1.79994634608698e-06,1.53913535304148e-06
"172",0.0141288403591111,0.0214365061311682,0.0347792559836067,0.019086136570501,0.0169823715678991,0.000180770820504492,3.45263532157045e-06,7.90490331090393e-07,1.07141044262931e-06,8.95103806050538e-07
"173",0.0130830713314055,0.0195614246920007,0.0310530538142287,0.0168347636138095,0.0142480121514119,0.000129649347182847,2.25279440887011e-06,4.79442533713128e-07,6.3596742793875e-07,5.18884527298184e-07
"174",0.0121032590195609,0.0178314867826331,0.0276851669015655,0.0148290882740816,0.0119283026346591,9.27984867609373e-05,1.46788292252746e-06,2.90268054305552e-07,3.76571484923951e-07,2.99939572334327e-07
"175",0.0111862541984112,0.0162375939304964,0.0246472790402317,0.0130455068672672,0.00996600094190406,6.63021826948053e-05,9.55345963534596e-07,1.75473598435867e-07,2.2250473663325e-07,1.72950558840841e-07
"176",0.0103289711538444,0.0147709715264239,0.0219123719899669,0.0114621610177866,0.00831053546483498,4.72950711771835e-05,6.21192215127937e-07,1.05948972821386e-07,1.31235386011254e-07,9.9515152730462e-08
"177",0.00952839452141512,0.013423188723477,0.0194548242723911,0.0100588972374605,0.00691750134428341,3.3688896796309e-05,4.03627199547557e-07,6.39104919790573e-08,7.7289060250325e-08,5.71589054602182e-08
"178",0.0087815852285743,0.0121861730245817,0.0172504747286262,0.00881720951272156,0.0057481285336245,2.39673085302965e-05,2.62127946552018e-07,3.85257875504573e-08,4.54643497321468e-08,3.2783024333695e-08
"179",0.00808568558180454,0.0110522201139663,0.0152766558385254,0.00772016900609562,0.00476874331933244,1.70329187141353e-05,1.7018078675609e-07,2.32136758004277e-08,2.67199333428249e-08,1.87811492567321e-08
"180",0.00743792354202453,0.0100139994661335,0.0135122014893108,0.00675234444081304,0.00395023972302902,1.20939744321112e-05,1.10472538304579e-07,1.39847278810577e-08,1.56939347679813e-08,1.0750673400438e-08
"181",0.00683561623315484,0.0090645562404597,0.0119374335205357,0.00589971622627453,0.00326757272274122,8.58082679935358e-06,7.17172426768928e-08,8.42523882551872e-09,9.21459474753065e-09,6.15058792301638e-09
"182",0.00627617272983531,0.00819730994085344,0.0105341309833189,0.00514958690548509,0.00269928149104355,6.08466199881297e-06,4.65686575604129e-08,5.07720446435202e-09,5.40978063494613e-09,3.51792855687197e-09
"183",0.00575709617093165,0.00740605028900661,0.00928548565035434,0.00449049006845707,0.00222704780491826,4.31276045819196e-06,3.02507979086536e-08,3.06107019421208e-09,3.1764974939276e-09,2.0121656425452e-09
"184",0.00527598524572495,0.00668493072753025,0.00817604691218053,0.0039120994807717,0.00183529236885673,3.05595780789233e-06,1.96617309734887e-08,1.84678358403323e-09,1.86588413549061e-09,1.15122102477445e-09
"185",0.00483053509956083,0.00602845993634709,0.00719165880464142,0.00340513982495219,0.00151080993160943,2.16506729277901e-06,1.27883369289751e-08,1.11515868391706e-09,1.09669400221669e-09,6.58990309531365e-10
"186",0.0044185377053019,0.00543149171283013,0.00631939154012917,0.00296130014362942,0.00124244268809319,1.53385294437177e-06,8.3248468986954e-09,6.74085864691388e-10,6.45124957364736e-10,3.77508692506066e-10
"187",0.00403788174617943,0.00488921353364744,0.00554746956611102,0.00257315080573223,0.00102079046309467,1.08677088385289e-06,5.42459958952492e-09,4.07969543587692e-10,3.79881736863588e-10,2.16471181906965e-10
"188",0.00368655205464971,0.00439713408473335,0.00486519785266942,0.00223406458809943,0.000837955500317286,7.70167777406506e-07,3.538708078263e-09,2.47255842850069e-10,2.2396676276591e-10,1.2427719108621e-10
"189",0.0033626286506274,0.00395107001538928,0.00426288781793902,0.00193814227168184,0.000687319263417567,5.45977108032221e-07,2.3113240689756e-09,1.50086050717095e-10,1.3222987023498e-10,7.14479040309873e-11
"190",0.00306428542103715,0.00354713214354586,0.00373178403741153,0.00168014299079472,0.000563348438036017,3.87214403536695e-07,1.51170332079899e-09,9.12586629468868e-11,7.81920551279946e-11,4.11413378866908e-11
"191",0.00278978848103366,0.00318171131193227,0.003263992650015,0.00145541944238163,0.000461427256838397,2.74764382379029e-07,9.90169819656062e-10,5.55916333229816e-11,4.63185562382273e-11,2.37322015438513e-11
"192",0.00253749425550204,0.00285146406930667,0.00285241216953794,0.00125985795641176,0.000377713312598446,1.95093501475446e-07,6.49583886705351e-10,3.39316103042955e-11,2.74900263663319e-11,1.3716522275188e-11
"193",0.00230584731759989,0.00255329832715782,0.0024906672330309,0.00108982334519747,0.000309014144428309,1.38623845532893e-07,4.26860176578065e-10,2.07545838316525e-11,1.63488697508882e-11,7.94452545142057e-12
"194",0.00209337801917069,0.00228435912042141,0.0021730456664569,0.000942108385485279,0.000252682053062827,9.85786797251123e-08,2.80996358583203e-10,1.27230048764542e-11,9.7443701919689e-12,4.61187467707955e-12
"195",0.00189869994585609,0.00204201458072128,0.00189443911989963,0.000813887739693388,0.000206524802062893,7.01637813233449e-08,1.85318045916657e-10,7.81771620014333e-12,5.82144441409384e-12,2.68371496181912e-12
"196",0.00172050722769566,0.00182384221245336,0.00165028741797205,0.000702676089092444,0.000168730077372661,4.9987435692869e-08,1.22453605852832e-10,4.81537407820691e-12,3.48636375525607e-12,1.56568589635527e-12
"197",0.00155757173394059,0.00162761554561162,0.00143652668341085,0.000606290229642765,0.000137801796310442,3.56498372928859e-08,8.10764651811621e-11,2.97359964429424e-12,2.09329420496984e-12,9.15880076264065e-13
"198",0.00140874017874333,0.00145129122453832,0.0012495412210223,0.000522814868540153,0.000112506570607132,2.54525942027107e-08,5.37919911384209e-11,1.84109767830396e-12,1.2602331076489e-12,5.37268176396234e-13
"199",0.00127293116233262,0.00129299657867126,0.00108611909301731,0.000450571854424023,9.1828830964168e-05,1.81932989112848e-08,3.57658068663055e-11,1.14300932823042e-12,7.60814513826901e-13,3.16090562442192e-13
"200",0.00114913217026332,0.00115101770980234,0.000943411273429394,0.000388092575119719,7.49333092943505e-05,1.30203006365431e-08,2.383262518477e-11,7.11599061508256e-13,4.60633129666084e-13,1.86528795569515e-13
